states,year,quarter,district,trans_counts,amount
Rajasthan,2021,4,Ajmer,15049250,31040109507.97
Rajasthan,2021,4,Sikar,14946567,32671486020.05
Rajasthan,2021,4,Kota,14912645,24168234009.3
Rajasthan,2021,4,Udaipur,12082286,19874244609.25
Rajasthan,2021,4,Nagaur,10615952,25959911336.43
Rajasthan,2021,4,Dausa,10142219,16190233721.35
Rajasthan,2022,1,Jaipur,262950613,434507898653.23
Rajasthan,2022,1,Jodhpur,27810577,56966935615.03
Rajasthan,2022,1,Alwar,27462202,46051829716.35
Rajasthan,2022,1,Kota,19207151,30335394639.45
Rajasthan,2022,1,Bhilwara,18219742,34832214592.69
Rajasthan,2022,1,Ajmer,17973292,36567659945.04
Rajasthan,2022,1,Sikar,16975662,35691652892.45
Rajasthan,2022,1,Udaipur,13527713,22322610837.97
Rajasthan,2022,1,Nagaur,12629151,30251543728.24
Rajasthan,2022,1,Bikaner,11656264,23262580003.21
Rajasthan,2022,2,Jaipur,314511010,497492495896.22
Rajasthan,2022,2,Alwar,31488094,50746151172.87
Rajasthan,2022,2,Jodhpur,31463295,61614349060.01
Rajasthan,2022,2,Kota,22930803,36055197912.07
Rajasthan,2022,2,Ajmer,20900496,40715583331.31
Rajasthan,2022,2,Bhilwara,20131391,38273076738.36
Rajasthan,2022,2,Sikar,19932783,40102076741.92
Rajasthan,2022,2,Udaipur,15896129,24912652508.0
Rajasthan,2022,2,Nagaur,14631304,33408260595.27
Rajasthan,2022,2,Bikaner,13694139,26087476960.41
Rajasthan,2022,3,Jaipur,377469909,564818218571.29
Rajasthan,2022,3,Jodhpur,44177624,78522559026.68
Rajasthan,2022,3,Alwar,35823235,53614596972.03
Rajasthan,2022,3,Ajmer,28082495,49547976214.08
Rajasthan,2022,3,Kota,22439613,32238127933.33
Rajasthan,2022,3,Bhilwara,22210445,37982785217.26
Rajasthan,2022,3,Sikar,21334188,40269671901.05
Rajasthan,2022,3,Udaipur,17437737,26920987876.54
Rajasthan,2022,3,Nagaur,17110682,34696357961.38
Rajasthan,2022,3,Bikaner,15580963,27371553576.15
Rajasthan,2022,4,Jaipur,404922774,635458549842.82
Rajasthan,2022,4,Jodhpur,65465040,116215227388.42
Rajasthan,2022,4,Alwar,38922404,61077684974.05
Rajasthan,2022,4,Bhilwara,27720484,47886590518.52
Rajasthan,2022,4,Ajmer,27641155,51933913055.12
Rajasthan,2022,4,Udaipur,26954261,41938245496.56
Rajasthan,2022,4,Kota,26571402,37841298987.06
Rajasthan,2022,4,Sikar,23710055,48095846111.82
Rajasthan,2022,4,Nagaur,20286836,43215070664.44
Rajasthan,2022,4,Bikaner,16072144,30210151812.1
Sikkim,2018,1,East,24432,35907388.05
Sikkim,2018,1,South,11355,16098282.75
Sikkim,2018,1,West,4845,7468491.33
Sikkim,2018,1,North,3446,5176776.8
Sikkim,2018,2,East,40432,83823658.19
Sikkim,2018,2,South,16740,27651617.53
Sikkim,2018,2,West,10671,19368446.48
Sikkim,2018,2,North,6735,12849363.32
Sikkim,2018,3,East,59571,133322127.03
Sikkim,2018,3,South,24662,40036375.96
Sikkim,2018,3,West,14121,33797876.57
Sikkim,2018,3,North,10146,27923847.4
Sikkim,2018,4,East,84485,216960325.35
Sikkim,2018,4,South,34495,60113689.05
Sikkim,2018,4,West,19567,51859359.65
Sikkim,2018,4,North,15986,54207984.03
Sikkim,2019,1,East,155482,291845617.98
Sikkim,2019,1,South,47506,76869333.72
Sikkim,2019,1,West,21489,46329216.02
Sikkim,2019,1,North,15810,42949466.66
Sikkim,2019,2,East,297652,538259507.8
Sikkim,2019,2,South,45712,82937894.82
Sikkim,2019,2,West,26024,63325567.84
Sikkim,2019,2,North,18856,54371272.97
Sikkim,2019,3,East,429201,643298304.68
Sikkim,2019,3,South,61142,106415589.26
Sikkim,2019,3,West,33550,66514136.58
Sikkim,2019,3,North,28543,68488417.92
Sikkim,2019,4,East,616761,877636921.15
Sikkim,2019,4,South,73099,121803196.15
Sikkim,2019,4,West,43955,92445262.77
Sikkim,2019,4,North,33255,84624221.59
Sikkim,2020,1,East,360279,729478141.57
Sikkim,2020,1,South,82456,138401236.41
Sikkim,2020,1,West,49913,100981561.51
Sikkim,2020,1,North,35470,84615332.46
Sikkim,2020,2,East,304581,653853477.5
Sikkim,2020,2,South,95669,152837659.22
Sikkim,2020,2,West,69860,121265798.69
Sikkim,2020,2,North,47621,126661852.85
Sikkim,2020,3,East,353881,869648385.42
Sikkim,2020,3,South,104888,202497013.73
Sikkim,2020,3,West,79994,165556236.37
Sikkim,2020,3,North,57672,163225093.14
Sikkim,2020,4,East,428732,1129627876.12
Sikkim,2020,4,South,130339,292804584.23
Sikkim,2020,4,West,95163,245657098.13
Sikkim,2020,4,North,80801,251186246.65
Sikkim,2021,1,East,516158,1432658383.13
Sikkim,2021,1,South,127233,310128541.24
Sikkim,2021,1,West,88532,254432217.5
Sikkim,2021,1,North,68266,220448584.97
Sikkim,2021,2,East,635504,1575867390.79
Sikkim,2021,2,South,157530,344012187.24
Sikkim,2021,2,West,102322,248942844.21
Sikkim,2021,2,North,81358,256077157.44
Sikkim,2021,3,East,757493,1937906268.9
Sikkim,2021,3,South,188063,416609481.7
Sikkim,2021,3,West,116665,312940476.17
Sikkim,2021,3,North,98373,321880637.04
Sikkim,2021,4,East,1071092,2791933180.38
Sikkim,2021,4,South,238464,546711693.46
Sikkim,2021,4,West,146397,436365769.14
Sikkim,2021,4,North,128392,421772618.65
Sikkim,2022,1,East,1173942,2887894588.74
Sikkim,2022,1,South,281076,619438912.35
Sikkim,2022,1,West,165446,468296204.31
Sikkim,2022,1,North,123838,391801570.46
Sikkim,2022,2,East,1540255,3736097005.54
Sikkim,2022,2,South,391808,756330708.2
Sikkim,2022,2,West,215921,578171483.89
Sikkim,2022,2,North,174097,540506472.67
Sikkim,2022,3,East,1604446,3375012613.05
Sikkim,2022,3,South,406488,760409362.32
Sikkim,2022,3,West,204845,503543689.91
Sikkim,2022,3,North,180979,523914878.61
Sikkim,2022,4,East,2227237,4615052808.22
Sikkim,2022,4,South,410951,731151545.28
Sikkim,2022,4,West,222875,569473212.15
Sikkim,2022,4,North,197276,542707823.77
Tamil Nadu,2018,1,Chennai,2656230,4281137762.52
Tamil Nadu,2018,1,Chengalpattu,569483,1030187164.97
Tamil Nadu,2018,1,Coimbatore,533919,913824434.63
Tamil Nadu,2018,1,Thiruvallur,413340,730210413.66
Tamil Nadu,2018,1,Kancheepuram,308279,538409899.0
Tamil Nadu,2018,1,Tiruppur,239740,423271979.69
Tamil Nadu,2018,1,Salem,219916,375963971.68
Tamil Nadu,2018,1,Krishnagiri,153618,253907426.25
Tamil Nadu,2018,1,Tiruchirappalli,149186,262528157.22
Tamil Nadu,2018,1,Madurai,129858,232151304.35
Tamil Nadu,2018,2,Chennai,3719593,7305357440.75
Tamil Nadu,2018,2,Coimbatore,871802,1722112067.16
Tamil Nadu,2018,2,Chengalpattu,829689,1681243536.85
Tamil Nadu,2018,2,Thiruvallur,615860,1281039198.62
Tamil Nadu,2018,2,Kancheepuram,460276,926687779.52
Tamil Nadu,2018,2,Tiruppur,391330,829169121.07
Tamil Nadu,2018,2,Salem,333175,709542959.17
Tamil Nadu,2018,2,Tiruchirappalli,245903,507249777.36
Tamil Nadu,2018,2,Krishnagiri,240421,518922355.15
Tamil Nadu,2018,2,Madurai,213788,460415565.21
Tamil Nadu,2018,3,Chennai,5887343,10122319547.14
Tamil Nadu,2018,3,Coimbatore,1469560,2559173878.21
Tamil Nadu,2018,3,Chengalpattu,1337462,2362109205.94
Tamil Nadu,2018,3,Thiruvallur,957503,1926378414.66
Tamil Nadu,2018,3,Kancheepuram,766192,1416878619.38
Tamil Nadu,2018,3,Tiruppur,583538,1259741718.04
Tamil Nadu,2018,3,Salem,484460,980781000.4
Tamil Nadu,2018,3,Krishnagiri,421247,853575950.9
Tamil Nadu,2018,3,Tiruchirappalli,342744,723073924.7
Tamil Nadu,2018,3,Madurai,322515,702347696.92
Tamil Nadu,2018,4,Chennai,8007699,14632395110.57
Tamil Nadu,2018,4,Chengalpattu,1974233,3371036660.92
Tamil Nadu,2018,4,Coimbatore,1902305,3656789906.02
Tamil Nadu,2018,4,Thiruvallur,1578958,2979682370.96
Tamil Nadu,2018,4,Kancheepuram,1161731,2100098547.55
Tamil Nadu,2018,4,Tiruppur,811860,1780229997.98
Tamil Nadu,2018,4,Salem,696312,1471377592.29
Tamil Nadu,2018,4,Krishnagiri,593519,1260396240.12
Tamil Nadu,2018,4,Tiruchirappalli,521026,1117403132.56
Tamil Nadu,2018,4,Madurai,474612,1067216902.88
Tamil Nadu,2019,1,Chennai,11642449,18810971714.51
Tamil Nadu,2019,1,Chengalpattu,3285713,4918695631.4
Tamil Nadu,2019,1,Coimbatore,2709665,5072064993.63
Tamil Nadu,2019,1,Thiruvallur,2305713,3957616692.24
Tamil Nadu,2019,1,Kancheepuram,1732340,2735468905.17
Tamil Nadu,2019,1,Tiruppur,1078231,2186722074.26
Tamil Nadu,2019,1,Salem,949562,1916555034.7
Tamil Nadu,2019,1,Krishnagiri,848874,1549327562.48
Tamil Nadu,2019,1,Tiruchirappalli,739515,1460934059.66
Tamil Nadu,2019,1,Madurai,662080,1386372054.51
Tamil Nadu,2019,2,Chennai,10577435,20366477248.33
Tamil Nadu,2019,2,Chengalpattu,3719692,5655296088.73
Tamil Nadu,2019,2,Coimbatore,3191687,7063644440.49
Tamil Nadu,2019,2,Thiruvallur,2486358,4674408137.82
Tamil Nadu,2019,2,Kancheepuram,1656532,2936409443.6
Tamil Nadu,2019,2,Tiruppur,1179119,2631888252.8
Tamil Nadu,2019,2,Salem,1018100,2340941775.75
Tamil Nadu,2019,2,Tiruchirappalli,776306,1748258486.29
Tamil Nadu,2019,2,Madurai,741073,1703311128.18
Tamil Nadu,2019,2,Krishnagiri,663016,1504554589.81
Tamil Nadu,2019,3,Chennai,11333032,23024193806.41
Tamil Nadu,2019,3,Chengalpattu,5765425,7255276540.84
Tamil Nadu,2019,3,Coimbatore,4303835,9457627886.22
Tamil Nadu,2019,3,Thiruvallur,3497534,5790229760.58
Tamil Nadu,2019,3,Kancheepuram,2374121,3749463855.84
Tamil Nadu,2019,3,Tiruppur,1583318,3459384833.86
Tamil Nadu,2019,3,Salem,1348219,3089948772.28
Tamil Nadu,2019,3,Tiruchirappalli,1028271,2283457398.77
Tamil Nadu,2019,3,Madurai,1004838,2163231649.62
Tamil Nadu,2019,3,Krishnagiri,906439,1897364248.77
Tamil Nadu,2019,4,Chennai,16437269,31810645818.31
Tamil Nadu,2019,4,Chengalpattu,7809082,9083457170.6
Tamil Nadu,2019,4,Coimbatore,5937176,11949970482.92
Tamil Nadu,2019,4,Thiruvallur,4441180,7308502938.4
Tamil Nadu,2019,4,Kancheepuram,3134851,4643283492.79
Tamil Nadu,2019,4,Tiruppur,2020118,4339514037.3
Tamil Nadu,2019,4,Salem,1754893,3897469229.26
Tamil Nadu,2019,4,Tiruchirappalli,1364259,2850823022.86
Tamil Nadu,2019,4,Madurai,1315576,2775348044.3
Tamil Nadu,2019,4,Krishnagiri,1302647,2599923579.48
Tamil Nadu,2020,1,Chennai,21747309,40923609646.5
Tamil Nadu,2020,1,Chengalpattu,8891884,10378205348.59
Tamil Nadu,2020,1,Coimbatore,6238270,11125605562.45
Tamil Nadu,2020,1,Thiruvallur,5190597,8255497494.99
Tamil Nadu,2020,1,Kancheepuram,3618880,5144042351.01
Tamil Nadu,2020,1,Tiruppur,1918620,3829323477.07
Tamil Nadu,2020,1,Salem,1816883,3938965855.27
Tamil Nadu,2020,1,Krishnagiri,1806032,3381602583.57
Tamil Nadu,2020,1,Madurai,1334450,2667507196.77
Tamil Nadu,2020,1,Vellore,1236004,1793602013.13
Tamil Nadu,2020,2,Chennai,12611208,29147317644.5
Tamil Nadu,2020,2,Coimbatore,4598586,9331489602.73
Tamil Nadu,2020,2,Chengalpattu,3911793,5672393784.75
Tamil Nadu,2020,2,Thiruvallur,3872452,6511946063.87
Tamil Nadu,2020,2,Kancheepuram,2203060,3393883768.08
Tamil Nadu,2020,2,Salem,1996687,3860454261.65
Tamil Nadu,2020,2,Krishnagiri,1815882,2926042853.46
Tamil Nadu,2020,2,Tiruppur,1672101,2911511483.82
Tamil Nadu,2020,2,Madurai,1479517,2674909377.67
Tamil Nadu,2020,2,Tiruchirappalli,1239752,2259353198.23
Tamil Nadu,2020,3,Chennai,17354210,39868873382.45
Tamil Nadu,2020,3,Coimbatore,6742559,13861133095.48
Tamil Nadu,2020,3,Thiruvallur,5496010,10295422113.34
Tamil Nadu,2020,3,Chengalpattu,5205491,7909757202.29
Tamil Nadu,2020,3,Kancheepuram,3333347,5572087481.28
Tamil Nadu,2020,3,Salem,3016579,6990924402.0
Tamil Nadu,2020,3,Krishnagiri,2701216,4989224721.36
Tamil Nadu,2020,3,Tiruppur,2654998,5542739051.32
Tamil Nadu,2020,3,Madurai,2157858,4867134340.42
Tamil Nadu,2020,3,Erode,1662818,3580607368.65
Tamil Nadu,2020,4,Chennai,24172148,46230345977.31
Tamil Nadu,2020,4,Coimbatore,10473572,18723397961.29
Tamil Nadu,2020,4,Thiruvallur,10184454,17303936393.3
Tamil Nadu,2020,4,Chengalpattu,10168033,13669246947.73
Tamil Nadu,2020,4,Kancheepuram,6509711,9795433898.26
Tamil Nadu,2020,4,Krishnagiri,5011992,9044884706.25
Tamil Nadu,2020,4,Salem,4407759,9865912487.84
Tamil Nadu,2020,4,Tiruppur,4364806,8662796446.59
Tamil Nadu,2020,4,Madurai,3222620,7010358411.21
Tamil Nadu,2020,4,Erode,2534766,5126731992.03
Tamil Nadu,2021,1,Chennai,39623781,67401706552.94
Tamil Nadu,2021,1,Coimbatore,13630124,22657497371.8
Tamil Nadu,2021,1,Chengalpattu,11689531,15537387199.63
Tamil Nadu,2021,1,Thiruvallur,11085004,18895161862.28
Tamil Nadu,2021,1,Kancheepuram,7239244,10815729803.34
Tamil Nadu,2021,1,Salem,5675889,12397067358.31
Tamil Nadu,2021,1,Krishnagiri,5202492,9440763059.48
Tamil Nadu,2021,1,Tiruppur,4975985,9855808601.27
Tamil Nadu,2021,1,Madurai,3516926,7776155489.09
Tamil Nadu,2021,1,Erode,3015359,6105816825.19
Tamil Nadu,2021,2,Chennai,43737916,74499227803.65
Tamil Nadu,2021,2,Coimbatore,13478464,22760967333.98
Tamil Nadu,2021,2,Thiruvallur,10992425,19318347570.29
Tamil Nadu,2021,2,Chengalpattu,10075805,14457269251.21
Tamil Nadu,2021,2,Kancheepuram,6712965,10372666957.17
Tamil Nadu,2021,2,Salem,6557056,13210082950.6
Tamil Nadu,2021,2,Krishnagiri,5709389,10202810394.13
Tamil Nadu,2021,2,Tiruppur,5150795,9379303653.11
Tamil Nadu,2021,2,Madurai,3953976,8300059490.34
Tamil Nadu,2021,2,Erode,3273510,6223483781.16
Tamil Nadu,2021,3,Chennai,60971210,100463999673.29
Tamil Nadu,2021,3,Coimbatore,20245762,33773953433.75
Tamil Nadu,2021,3,Thiruvallur,15395149,26049988524.56
Tamil Nadu,2021,3,Chengalpattu,14140388,19685011908.64
Tamil Nadu,2021,3,Kancheepuram,9646258,14550143056.68
Tamil Nadu,2021,3,Salem,8972048,18517560410.08
Tamil Nadu,2021,3,Tiruppur,8398025,15282996499.83
Tamil Nadu,2021,3,Krishnagiri,8122339,14578072272.71
Tamil Nadu,2021,3,Madurai,5142737,11208939183.59
Tamil Nadu,2021,3,Erode,4668549,9015063256.62
Tamil Nadu,2021,4,Chennai,76229690,118203166308.69
Tamil Nadu,2021,4,Coimbatore,27081380,43635817078.2
Tamil Nadu,2021,4,Thiruvallur,19146359,31072880036.33
Tamil Nadu,2021,4,Chengalpattu,17730987,23840432091.36
Tamil Nadu,2021,4,Salem,11783515,22754882844.83
Tamil Nadu,2021,4,Kancheepuram,11777894,17286201190.04
Tamil Nadu,2021,4,Tiruppur,11167439,18701118258.11
Tamil Nadu,2021,4,Krishnagiri,10363352,18220873236.8
Tamil Nadu,2021,4,Madurai,6309318,13464800515.3
Tamil Nadu,2021,4,Erode,6109637,11279232350.57
Tamil Nadu,2022,1,Chennai,87458453,135444152912.82
Tamil Nadu,2022,1,Coimbatore,30679187,51963955887.09
Tamil Nadu,2022,1,Thiruvallur,21243322,35412374869.41
Tamil Nadu,2022,1,Chengalpattu,19802491,27209616572.78
Tamil Nadu,2022,1,Salem,13278693,26325325605.86
Tamil Nadu,2022,1,Kancheepuram,13219354,19642924522.88
Tamil Nadu,2022,1,Tiruppur,12755181,20994558968.02
Tamil Nadu,2022,1,Krishnagiri,11729353,20650466208.67
Tamil Nadu,2022,1,Madurai,7084562,15309320989.59
Tamil Nadu,2022,1,Erode,6860000,12788323701.47
Tamil Nadu,2022,2,Chennai,105344784,154665269695.64
Tamil Nadu,2022,2,Coimbatore,36695888,59260276493.12
Tamil Nadu,2022,2,Thiruvallur,25490825,40588215771.87
Tamil Nadu,2022,2,Chengalpattu,25456618,33118244166.51
Tamil Nadu,2022,2,Salem,16106627,30338068694.55
Tamil Nadu,2022,2,Kancheepuram,15868496,22731542491.81
Tamil Nadu,2022,2,Tiruppur,15482000,23838727353.1
Tamil Nadu,2022,2,Krishnagiri,13942838,24721054679.66
Tamil Nadu,2022,2,Madurai,8320838,17264493941.69
Tamil Nadu,2022,2,Erode,8037374,14313011584.19
Tamil Nadu,2022,3,Chengalpattu,78987490,106079722725.67
Tamil Nadu,2022,3,Coimbatore,43610373,63815834929.89
Tamil Nadu,2022,3,Chennai,42908667,65344650467.52
Tamil Nadu,2022,3,Salem,31403065,50435972371.69
Tamil Nadu,2022,3,Thiruvallur,25690184,40124901027.16
Tamil Nadu,2022,3,Madurai,18854500,34963057317.54
Tamil Nadu,2022,3,Tiruppur,17847117,25599159008.87
Tamil Nadu,2022,3,Kancheepuram,16476680,22598905113.97
Tamil Nadu,2022,3,Krishnagiri,14932340,25680854032.53
Tamil Nadu,2022,3,Erode,9576460,15897874506.9
Tamil Nadu,2022,4,Chengalpattu,109159290,143850411731.04
Tamil Nadu,2022,4,Coimbatore,40259816,56926594389.66
Tamil Nadu,2022,4,Chennai,36087169,52708969517.53
Tamil Nadu,2022,4,Salem,33193962,52189264730.86
Tamil Nadu,2022,4,Thiruvallur,27335584,41018657465.03
Tamil Nadu,2022,4,Madurai,21930141,39075713283.66
Tamil Nadu,2022,4,Tiruppur,20078625,27993817372.88
Tamil Nadu,2022,4,Kancheepuram,17540782,22979273761.18
Tamil Nadu,2022,4,Krishnagiri,16419186,27528800881.08
Tamil Nadu,2022,4,Tiruchirappalli,10348183,18674871633.8
Telangana,2018,1,Hyderabad,2545507,4287223789.77
Telangana,2018,1,Rangareddy,1459174,2677304926.14
Telangana,2018,1,Medchal Malkajgiri,1131530,1912837340.5
Telangana,2018,1,Warangal Urban,349165,421074106.99
Telangana,2018,1,Sangareddy,291510,399236233.16
Telangana,2018,1,Karimnagar,224324,271526470.07
Telangana,2018,1,Nalgonda,204137,267825160.5
Telangana,2018,1,Khammam,183964,245857422.19
Telangana,2018,1,Peddapalle,169274,199610181.18
Telangana,2018,1,Siddipet,144429,197965018.0
Telangana,2018,2,Hyderabad,3156805,6628159910.68
Telangana,2018,2,Rangareddy,1939856,4360690897.52
Telangana,2018,2,Medchal Malkajgiri,1459884,3122661501.18
Telangana,2018,2,Warangal Urban,385360,729207663.3
Telangana,2018,2,Sangareddy,370126,717109835.7
Telangana,2018,2,Karimnagar,253264,526580356.2
Telangana,2018,2,Nalgonda,246677,552006649.14
Telangana,2018,2,Khammam,239474,532458838.38
Telangana,2018,2,Peddapalle,214900,413454435.33
Telangana,2018,2,Bhadradri Kothagudem,189793,504562629.33
Telangana,2018,3,Hyderabad,5786941,9503554478.11
Telangana,2018,3,Rangareddy,3664948,6264254849.28
Telangana,2018,3,Medchal Malkajgiri,2684484,4630531106.97
Telangana,2018,3,Warangal Urban,952314,1158736730.45
Telangana,2018,3,Nirmal,594160,443226269.88
Telangana,2018,3,Karimnagar,567417,773038295.56
Telangana,2018,3,Sangareddy,545979,1010420934.84
Telangana,2018,3,Nalgonda,336447,645159574.94
Telangana,2018,3,Peddapalle,334825,548785775.85
Telangana,2018,3,Khammam,299774,611486713.58
Telangana,2018,4,Hyderabad,9360515,14727846731.55
Telangana,2018,4,Rangareddy,5803319,9396311751.23
Telangana,2018,4,Medchal Malkajgiri,4598129,7288821271.33
Telangana,2018,4,Warangal Urban,917418,1553820916.04
Telangana,2018,4,Sangareddy,868099,1617023609.73
Telangana,2018,4,Karimnagar,597642,1058366451.92
Telangana,2018,4,Nalgonda,520637,1111613192.99
Telangana,2018,4,Khammam,462678,958128373.8
Telangana,2018,4,Siddipet,414378,824913162.38
Telangana,2018,4,Peddapalle,390467,777939864.61
Telangana,2019,1,Hyderabad,24838664,34892156029.41
Telangana,2019,1,Rangareddy,12952050,17677048557.63
Telangana,2019,1,Medchal Malkajgiri,10127087,13392043971.08
Telangana,2019,1,Warangal Urban,1953906,2836690647.9
Telangana,2019,1,Sangareddy,1782207,2801488635.45
Telangana,2019,1,Karimnagar,1088155,1693944274.31
Telangana,2019,1,Nalgonda,995740,1769178906.71
Telangana,2019,1,Khammam,854495,1481079756.39
Telangana,2019,1,Siddipet,841516,1380114923.83
Telangana,2019,1,Nizamabad,705541,1347187035.36
Telangana,2019,2,Hyderabad,43511186,73949377453.02
Telangana,2019,2,Rangareddy,16348519,25359412038.38
Telangana,2019,2,Medchal Malkajgiri,11891107,17462610963.47
Telangana,2019,2,Warangal Urban,2185190,3832142348.12
Telangana,2019,2,Sangareddy,1920044,3684548498.97
Telangana,2019,2,Karimnagar,1090639,2218679006.7
Telangana,2019,2,Nalgonda,982589,2323581176.52
Telangana,2019,2,Khammam,926878,2063514016.25
Telangana,2019,2,Siddipet,821209,1837834819.21
Telangana,2019,2,Nizamabad,782289,1812827883.32
Telangana,2019,3,Hyderabad,55159072,96365182751.26
Telangana,2019,3,Rangareddy,23655175,33663962263.16
Telangana,2019,3,Medchal Malkajgiri,17492750,23256556346.31
Telangana,2019,3,Warangal Urban,3280635,5206094337.72
Telangana,2019,3,Sangareddy,2699670,4722370404.59
Telangana,2019,3,Karimnagar,1604219,2911171015.42
Telangana,2019,3,Khammam,1352931,2602393109.24
Telangana,2019,3,Nalgonda,1306394,2779870436.43
Telangana,2019,3,Nizamabad,1143733,2214953316.85
Telangana,2019,3,Siddipet,1075629,2226176148.84
Telangana,2019,4,Hyderabad,72987282,130230415629.3
Telangana,2019,4,Rangareddy,31237803,44757331443.57
Telangana,2019,4,Medchal Malkajgiri,22999944,31417907129.79
Telangana,2019,4,Warangal Urban,4698981,7877138784.22
Telangana,2019,4,Sangareddy,3687957,6643761917.42
Telangana,2019,4,Karimnagar,2289360,4404111000.95
Telangana,2019,4,Nalgonda,1934313,4432868129.21
Telangana,2019,4,Khammam,1917973,3902061676.75
Telangana,2019,4,Nizamabad,1638281,3627249339.24
Telangana,2019,4,Siddipet,1508776,3271349293.28
Telangana,2020,1,Hyderabad,94177232,183207208610.82
Telangana,2020,1,Rangareddy,31802492,45881228273.95
Telangana,2020,1,Medchal Malkajgiri,25458101,37404467180.93
Telangana,2020,1,Warangal Urban,6200767,12008422912.5
Telangana,2020,1,Sangareddy,4610027,8691296108.44
Telangana,2020,1,Karimnagar,3037633,6437076498.98
Telangana,2020,1,Nalgonda,2636023,6345459438.73
Telangana,2020,1,Khammam,2537352,5525879243.73
Telangana,2020,1,Nizamabad,2202642,4951415940.34
Telangana,2020,1,Siddipet,1912271,4387174573.13
Telangana,2020,2,Hyderabad,56374644,130820061488.3
Telangana,2020,2,Rangareddy,18068048,31273545586.26
Telangana,2020,2,Medchal Malkajgiri,17860704,29732057894.61
Telangana,2020,2,Warangal Urban,6239185,13617334891.58
Telangana,2020,2,Sangareddy,4807036,8780427655.86
Telangana,2020,2,Nalgonda,3786127,8540610042.87
Telangana,2020,2,Khammam,3329665,7845967966.5
Telangana,2020,2,Karimnagar,3030914,6621194087.95
Telangana,2020,2,Nizamabad,2750473,6638415628.44
Telangana,2020,2,Siddipet,2417054,5240899389.9
Telangana,2020,3,Hyderabad,99285803,228448742377.48
Telangana,2020,3,Rangareddy,29573243,51787722036.04
Telangana,2020,3,Medchal Malkajgiri,28698311,48831695001.78
Telangana,2020,3,Warangal Urban,7847624,17470830635.33
Telangana,2020,3,Sangareddy,6800085,12980683896.98
Telangana,2020,3,Nalgonda,5228596,12019426389.4
Telangana,2020,3,Khammam,4612672,10624076063.27
Telangana,2020,3,Karimnagar,4242409,9665080706.23
Telangana,2020,3,Nizamabad,3738711,8812060816.7
Telangana,2020,3,Bhadradri Kothagudem,3196550,7671316620.38
Telangana,2020,4,Hyderabad,117008707,243045184188.28
Telangana,2020,4,Rangareddy,53405219,89256130453.09
Telangana,2020,4,Medchal Malkajgiri,49900746,81801106073.41
Telangana,2020,4,Warangal Urban,11918795,25712185991.21
Telangana,2020,4,Sangareddy,11444304,22088541539.15
Telangana,2020,4,Nalgonda,7966177,19282405659.54
Telangana,2020,4,Khammam,7035947,16464448770.05
Telangana,2020,4,Karimnagar,6853847,15369367186.02
Telangana,2020,4,Nizamabad,5857682,15245199022.58
Telangana,2020,4,Bhadradri Kothagudem,5185352,12782078782.23
Telangana,2021,1,Hyderabad,169703372,316572388133.79
Telangana,2021,1,Rangareddy,60675056,98883148961.31
Telangana,2021,1,Medchal Malkajgiri,54854446,87516738646.3
Telangana,2021,1,Warangal Urban,13629397,28292658503.03
Telangana,2021,1,Sangareddy,12350347,23546322114.77
Telangana,2021,1,Nalgonda,8018559,19628854223.16
Telangana,2021,1,Khammam,7140986,17657527187.37
Telangana,2021,1,Karimnagar,6934134,15385243676.85
Telangana,2021,1,Nizamabad,5831809,14665519256.3
Telangana,2021,1,Bhadradri Kothagudem,5386614,13659056643.17
Telangana,2021,2,Hyderabad,212326623,424872741465.14
Telangana,2021,2,Rangareddy,63155281,113987187628.94
Telangana,2021,2,Medchal Malkajgiri,58755991,102864360004.68
Telangana,2021,2,Warangal Urban,15534189,35324332007.03
Telangana,2021,2,Sangareddy,14851128,28799723416.88
Telangana,2021,2,Nalgonda,10161723,25305904142.34
Telangana,2021,2,Khammam,9096326,23771340184.87
Telangana,2021,2,Karimnagar,8548354,20534233590.76
Telangana,2021,2,Nizamabad,7753597,21755545090.47
Telangana,2021,2,Bhadradri Kothagudem,6854796,16726841230.69
Telangana,2021,3,Hyderabad,262028284,479343321365.37
Telangana,2021,3,Rangareddy,87884143,147772047919.14
Telangana,2021,3,Medchal Malkajgiri,79514766,130838255095.7
Telangana,2021,3,Warangal Urban,20050897,41422180516.84
Telangana,2021,3,Sangareddy,18758999,33876669677.96
Telangana,2021,3,Nalgonda,11844124,26760618927.74
Telangana,2021,3,Khammam,10938504,25395360624.33
Telangana,2021,3,Karimnagar,10704240,23540118368.01
Telangana,2021,3,Nizamabad,9331288,22809748582.06
Telangana,2021,3,Bhadradri Kothagudem,8176066,18135807092.9
Telangana,2021,4,Hyderabad,325636475,582079170534.02
Telangana,2021,4,Rangareddy,111354739,188838966046.14
Telangana,2021,4,Medchal Malkajgiri,98780634,164568262330.06
Telangana,2021,4,Warangal Urban,24530882,50725020756.71
Telangana,2021,4,Sangareddy,23598968,43773604056.37
Telangana,2021,4,Nalgonda,14645444,33883155723.96
Telangana,2021,4,Khammam,13424236,31245204308.12
Telangana,2021,4,Karimnagar,13040240,29149229156.48
Telangana,2021,4,Nizamabad,12113902,31740368651.36
Telangana,2021,4,Bhadradri Kothagudem,10121890,22567782620.24
Telangana,2022,1,Hyderabad,372711414,661512502141.08
Telangana,2022,1,Rangareddy,127675017,216609881380.4
