states,year,quarter,district,trans_counts,amount
Karnataka,2021,3,Kalaburagi District,10665776,20950668881.3
Karnataka,2021,3,Ramanagara District,8835685,15882834743.06
Karnataka,2021,3,Mandya District,7929522,16634412671.45
Karnataka,2021,3,Kodagu District,2090601,3866527644.37
Karnataka,2021,3,Chikkamagaluru District,4321253,8373702713.44
Karnataka,2021,3,Haveri District,4071322,7598806899.83
Karnataka,2021,3,Ballari District,15360429,28402193277.24
Karnataka,2021,3,Belagavi District,17022354,30762343874.29
Karnataka,2021,3,Kolar District,12345736,22985772793.7
Karnataka,2021,3,Uttara Kannada District,3997228,6788107042.03
Karnataka,2021,3,Tumakuru District,14242057,27175810122.45
Karnataka,2021,3,Yadgir District,2968202,7164867020.28
Karnataka,2021,3,Bengaluru Urban District,476485560,626123198813.85
Karnataka,2021,3,Chikkaballapura District,7969287,16926839574.71
Karnataka,2021,3,Davanagere District,15967687,28564688330.34
Karnataka,2021,3,Bagalkote District,6681929,13216790982.38
Karnataka,2021,3,Vijayapura District,8525361,17965404016.83
Karnataka,2021,3,Koppal District,5371719,10331849991.77
Karnataka,2021,3,Bidar District,8687234,16065409114.53
Karnataka,2021,3,Bengaluru Rural District,18220951,28063157056.13
Karnataka,2021,3,Raichur District,7622542,16847864115.93
Karnataka,2021,3,Chamarajanagara District,2245885,4612190943.28
Karnataka,2021,3,Dakshina Kannada District,15180931,25279637809.21
Karnataka,2021,3,Hassan District,7941626,16403399916.31
Karnataka,2021,3,Dharwad District,17187010,26053988751.02
Karnataka,2021,3,Shivamogga District,12112810,22070915047.78
Karnataka,2021,3,Udupi District,4312053,6508822562.96
Karnataka,2021,3,Gadag District,3656976,6511775339.36
Karnataka,2021,4,Mysuru District,31839861,52946045330.9
Karnataka,2021,4,Chitradurga District,7474376,14560428980.08
Karnataka,2021,4,Kalaburagi District,13349587,26451488965.63
Karnataka,2021,4,Ramanagara District,10827530,18992856972.67
Karnataka,2021,4,Mandya District,9802476,20006664449.04
Karnataka,2021,4,Kodagu District,2826193,5100881378.43
Karnataka,2021,4,Chikkamagaluru District,5505712,10518135301.36
Karnataka,2021,4,Haveri District,4957707,9220800926.2
Karnataka,2021,4,Ballari District,18819499,34087192109.87
Karnataka,2021,4,Belagavi District,22398086,39314016545.16
Karnataka,2021,4,Kolar District,14712839,26179750345.18
Karnataka,2021,4,Uttara Kannada District,5249512,9102945420.97
Karnataka,2021,4,Tumakuru District,17549961,32086008651.86
Karnataka,2021,4,Yadgir District,3619421,8475580979.3
Karnataka,2021,4,Bengaluru Urban District,584958847,755926042210.81
Karnataka,2021,4,Chikkaballapura District,9562085,19411029582.92
Karnataka,2021,4,Davanagere District,19885521,34700043233.8
Karnataka,2021,4,Bagalkote District,8508880,16264812662.16
Karnataka,2021,4,Vijayapura District,10780905,21912610698.29
Karnataka,2021,4,Koppal District,6635768,12492370832.96
Karnataka,2021,4,Bidar District,10187097,19817202480.15
Karnataka,2021,4,Bengaluru Rural District,22522389,33858680417.98
Karnataka,2021,4,Raichur District,9278851,19356588626.57
Karnataka,2021,4,Chamarajanagara District,2746927,5552756929.96
Karnataka,2021,4,Dakshina Kannada District,19368239,31520554624.57
Karnataka,2021,4,Hassan District,10464484,20595035689.59
Karnataka,2021,4,Dharwad District,21979264,32561017319.92
Karnataka,2021,4,Shivamogga District,15695558,27830702801.55
Karnataka,2021,4,Udupi District,5829250,8949815675.05
Karnataka,2021,4,Gadag District,4388613,7679264206.98
Karnataka,2022,1,Mysuru District,37083502,61822430173.66
Karnataka,2022,1,Chitradurga District,8840295,17387118905.49
Karnataka,2022,1,Kalaburagi District,16255757,31752677807.21
Karnataka,2022,1,Ramanagara District,12677561,22088643583.77
Karnataka,2022,1,Mandya District,11788401,24060082945.76
Karnataka,2022,1,Kodagu District,3432505,6646574029.36
Karnataka,2022,1,Chikkamagaluru District,6600446,12915229702.86
Karnataka,2022,1,Haveri District,6004637,11265090071.93
Karnataka,2022,1,Ballari District,21654672,38400067163.89
Karnataka,2022,1,Belagavi District,26878240,46658421651.22
Karnataka,2022,1,Kolar District,16843681,29992517346.89
Karnataka,2022,1,Uttara Kannada District,6073557,10544067403.53
Karnataka,2022,1,Tumakuru District,20649123,37948656148.63
Karnataka,2022,1,Yadgir District,4406744,10462830367.37
Karnataka,2022,1,Bengaluru Urban District,648380838,837938769153.09
Karnataka,2022,1,Chikkaballapura District,11172675,22098064888.87
Karnataka,2022,1,Davanagere District,22581033,39050377360.96
Karnataka,2022,1,Bagalkote District,10124765,18494582236.41
Karnataka,2022,1,Vijayapura District,12863787,24932106998.53
Karnataka,2022,1,Koppal District,7931539,14483139066.47
Karnataka,2022,1,Bidar District,12375594,22960981363.09
Karnataka,2022,1,Bengaluru Rural District,25383239,38366097407.82
Karnataka,2022,1,Raichur District,11003927,23404274257.14
Karnataka,2022,1,Chamarajanagara District,3366450,6913976350.92
Karnataka,2022,1,Dakshina Kannada District,23170221,37851830234.16
Karnataka,2022,1,Hassan District,12843322,25671185335.18
Karnataka,2022,1,Dharwad District,25761398,37328868895.06
Karnataka,2022,1,Shivamogga District,19949316,36172162298.55
Karnataka,2022,1,Udupi District,6634616,10288136700.68
Karnataka,2022,1,Gadag District,5123566,8750528457.34
Karnataka,2022,2,Mysuru District,44272976,71755017847.05
Karnataka,2022,2,Chitradurga District,10700572,20208472585.33
Karnataka,2022,2,Kalaburagi District,19784596,37138279677.46
Karnataka,2022,2,Ramanagara District,15245758,26816373100.04
Karnataka,2022,2,Mandya District,14343600,28867594359.29
Karnataka,2022,2,Kodagu District,4177322,7565443848.45
Karnataka,2022,2,Chikkamagaluru District,8024667,15036115690.78
Karnataka,2022,2,Haveri District,7254524,13257194848.14
Karnataka,2022,2,Ballari District,25715246,43733106040.42
Karnataka,2022,2,Belagavi District,32214940,54330716392.87
Karnataka,2022,2,Kolar District,19566690,35399778574.46
Karnataka,2022,2,Uttara Kannada District,7039036,11973278366.37
Karnataka,2022,2,Tumakuru District,24528653,44297419510.11
Karnataka,2022,2,Yadgir District,5520410,12375236867.62
Karnataka,2022,2,Bengaluru Urban District,786978117,1013933810932.27
Karnataka,2022,2,Chikkaballapura District,13199482,26798287983.13
Karnataka,2022,2,Davanagere District,28378650,46910152646.48
Karnataka,2022,2,Bagalkote District,12292030,21543677830.77
Karnataka,2022,2,Vijayapura District,15497828,29343153102.39
Karnataka,2022,2,Koppal District,10029526,17390091876.71
Karnataka,2022,2,Bidar District,15103994,27016319518.5
Karnataka,2022,2,Bengaluru Rural District,29552291,45049848699.91
Karnataka,2022,2,Raichur District,13465552,27197767201.22
Karnataka,2022,2,Chamarajanagara District,4177168,8011329768.32
Karnataka,2022,2,Dakshina Kannada District,26596843,43058171123.95
Karnataka,2022,2,Hassan District,15347412,29316180031.95
Karnataka,2022,2,Dharwad District,30334488,44220634322.54
Karnataka,2022,2,Shivamogga District,24024769,42192013838.99
Karnataka,2022,2,Udupi District,7786229,11968816664.62
Karnataka,2022,2,Gadag District,6295591,10441830809.06
Karnataka,2022,3,Mysuru District,40705541,62142656687.51
Karnataka,2022,3,Chitradurga District,10645515,18816797147.73
Karnataka,2022,3,Kalaburagi District,20345468,34468548524.63
Karnataka,2022,3,Ramanagara District,15252860,24917635086.47
Karnataka,2022,3,Mandya District,14529761,27652425871.35
Karnataka,2022,3,Kodagu District,3756864,6211450943.39
Karnataka,2022,3,Chikkamagaluru District,8118417,13904227857.06
Karnataka,2022,3,Haveri District,7691043,12602269794.29
Karnataka,2022,3,Ballari District,25020296,39977029009.67
Karnataka,2022,3,Belagavi District,30506760,47452586439.88
Karnataka,2022,3,Kolar District,19634287,34773465329.38
Karnataka,2022,3,Uttara Kannada District,6851164,10582287506.9
Karnataka,2022,3,Tumakuru District,24310727,41225194542.92
Karnataka,2022,3,Yadgir District,5434554,10954971886.1
Karnataka,2022,3,Bengaluru Urban District,738035161,930886457807.82
Karnataka,2022,3,Chikkaballapura District,13185890,26027691612.47
Karnataka,2022,3,Davanagere District,16814000,26646939915.56
Karnataka,2022,3,Bagalkote District,12090911,19422333597.55
Karnataka,2022,3,Vijayapura District,15584088,26736978830.78
Karnataka,2022,3,Koppal District,9948188,15884067510.36
Karnataka,2022,3,Bidar District,15717179,25448600189.83
Karnataka,2022,3,Bengaluru Rural District,29738665,43852997173.9
Karnataka,2022,3,Raichur District,13272269,24600810302.0
Karnataka,2022,3,Chamarajanagara District,4335006,7956137338.0
Karnataka,2022,3,Dakshina Kannada District,17248777,25239674044.22
Karnataka,2022,3,Hassan District,15366670,27360185921.84
Karnataka,2022,3,Dharwad District,25927571,34230149717.14
Karnataka,2022,3,Shivamogga District,15974774,25663783169.58
Karnataka,2022,3,Udupi District,7695387,11043120655.65
Karnataka,2022,3,Gadag District,6023535,9236758197.07
Karnataka,2022,4,Mysuru District,44057659,67004180524.31
Karnataka,2022,4,Chitradurga District,11603531,20575182885.92
Karnataka,2022,4,Kalaburagi District,22515278,37601225202.67
Karnataka,2022,4,Ramanagara District,16729830,26462503793.54
Karnataka,2022,4,Mandya District,16082429,30249005906.89
Karnataka,2022,4,Kodagu District,4395090,7370333319.59
Karnataka,2022,4,Chikkamagaluru District,9547252,16304151824.76
Karnataka,2022,4,Haveri District,8622172,14092113266.32
Karnataka,2022,4,Ballari District,27273315,44205335947.44
Karnataka,2022,4,Belagavi District,36557938,56335376307.97
Karnataka,2022,4,Kolar District,20890491,35826431858.45
Karnataka,2022,4,Uttara Kannada District,8700136,13625913466.52
Karnataka,2022,4,Tumakuru District,27089373,45262565516.09
Karnataka,2022,4,Yadgir District,6217448,12205110759.17
Karnataka,2022,4,Bengaluru Urban District,876647100,1092079302011.89
Karnataka,2022,4,Chikkaballapura District,14245515,27341471912.0
Karnataka,2022,4,Davanagere District,16964566,27299396607.14
Karnataka,2022,4,Bagalkote District,13610551,21729430694.89
Karnataka,2022,4,Vijayapura District,17470241,29483315553.69
Karnataka,2022,4,Koppal District,11035753,18160316484.48
Karnataka,2022,4,Bidar District,17395190,28937118123.56
Karnataka,2022,4,Bengaluru Rural District,32555311,46931010610.97
Karnataka,2022,4,Raichur District,14690606,26973026231.78
Karnataka,2022,4,Chamarajanagara District,5183720,9398487368.42
Karnataka,2022,4,Dakshina Kannada District,20604812,30207470651.06
Karnataka,2022,4,Hassan District,17267008,30785005624.74
Karnataka,2022,4,Dharwad District,27717085,36289207502.73
Karnataka,2022,4,Shivamogga District,17761137,28561731845.16
Karnataka,2022,4,Udupi District,8818675,12891286924.61
Karnataka,2022,4,Gadag District,6661159,10329614180.9
Kerala,2018,1,Thiruvananthapuram District,172079,275202215.59
Kerala,2018,1,Kasaragod District,37597,46522871.82
Kerala,2018,1,Malappuram District,239508,256416524.04
Kerala,2018,1,Pathanamthitta District,35435,44871379.63
Kerala,2018,1,Wayanad District,32702,42622425.25
Kerala,2018,1,Alappuzha District,74941,95014765.51
Kerala,2018,1,Kozhikode District,206971,264216575.61
Kerala,2018,1,Kollam District,76713,93495184.49
Kerala,2018,1,Thrissur District,148871,200502461.32
Kerala,2018,1,Palakkad District,119324,155278345.54
Kerala,2018,1,Kannur District,92260,112128543.08
Kerala,2018,1,Kottayam District,102446,132788590.21
Kerala,2018,1,Ernakulam District,390006,630357709.43
Kerala,2018,1,Idukki District,42527,53257161.57
Kerala,2018,2,Thiruvananthapuram District,241695,447463532.29
Kerala,2018,2,Kasaragod District,50723,79264188.98
Kerala,2018,2,Malappuram District,268993,394434596.38
Kerala,2018,2,Pathanamthitta District,50523,75627575.41
Kerala,2018,2,Wayanad District,43621,75694975.63
Kerala,2018,2,Alappuzha District,101141,157158524.66
Kerala,2018,2,Kozhikode District,262368,432276266.43
Kerala,2018,2,Kollam District,107011,158093455.38
Kerala,2018,2,Thrissur District,194698,323326151.55
Kerala,2018,2,Palakkad District,148865,247495543.95
Kerala,2018,2,Kannur District,123543,190249058.54
Kerala,2018,2,Kottayam District,132766,219583423.42
Kerala,2018,2,Ernakulam District,521535,992297917.66
Kerala,2018,2,Idukki District,60683,93958133.16
Kerala,2018,3,Thiruvananthapuram District,341861,663088952.76
Kerala,2018,3,Kasaragod District,69573,121876096.16
Kerala,2018,3,Malappuram District,323771,521343702.72
Kerala,2018,3,Pathanamthitta District,66341,108400526.63
Kerala,2018,3,Wayanad District,52579,96212039.37
Kerala,2018,3,Alappuzha District,129138,208917711.72
Kerala,2018,3,Kozhikode District,374581,602562108.73
Kerala,2018,3,Kollam District,154891,237302294.11
Kerala,2018,3,Thrissur District,265041,447258554.15
Kerala,2018,3,Palakkad District,201468,329702201.45
Kerala,2018,3,Kannur District,161613,256107072.92
Kerala,2018,3,Kottayam District,185591,294011177.45
Kerala,2018,3,Ernakulam District,731827,1317858232.24
Kerala,2018,3,Idukki District,76073,118384553.46
Kerala,2018,4,Thiruvananthapuram District,475377,937541020.95
Kerala,2018,4,Kasaragod District,99369,178991682.48
Kerala,2018,4,Malappuram District,445963,712275700.17
Kerala,2018,4,Pathanamthitta District,99883,188812344.16
Kerala,2018,4,Wayanad District,82834,162973755.87
Kerala,2018,4,Alappuzha District,180730,307021229.67
Kerala,2018,4,Kozhikode District,492826,852029000.88
Kerala,2018,4,Kollam District,201274,339663300.08
Kerala,2018,4,Thrissur District,369941,669618693.06
Kerala,2018,4,Palakkad District,278099,493228367.32
Kerala,2018,4,Kannur District,221021,387384391.8
Kerala,2018,4,Kottayam District,244161,436012749.53
Kerala,2018,4,Ernakulam District,1012043,1886966258.03
Kerala,2018,4,Idukki District,107133,194842742.83
Kerala,2019,1,Thiruvananthapuram District,736407,1242525637.59
Kerala,2019,1,Kasaragod District,139502,225830406.45
Kerala,2019,1,Malappuram District,695313,892807636.07
Kerala,2019,1,Pathanamthitta District,123465,215762682.85
Kerala,2019,1,Wayanad District,109869,207649993.71
Kerala,2019,1,Alappuzha District,252186,388624847.99
Kerala,2019,1,Kozhikode District,705959,1018056389.05
Kerala,2019,1,Kollam District,267030,424402104.37
Kerala,2019,1,Thrissur District,583045,940781808.78
Kerala,2019,1,Palakkad District,390957,618358114.43
Kerala,2019,1,Kannur District,309217,493947068.76
Kerala,2019,1,Kottayam District,348566,558480707.34
Kerala,2019,1,Ernakulam District,1657527,2766048426.73
Kerala,2019,1,Idukki District,149996,241755310.74
Kerala,2019,2,Thiruvananthapuram District,897152,1608596589.68
Kerala,2019,2,Kasaragod District,132477,245117661.38
Kerala,2019,2,Malappuram District,575048,950964374.06
Kerala,2019,2,Pathanamthitta District,121246,231047652.41
Kerala,2019,2,Wayanad District,117101,246051815.22
Kerala,2019,2,Alappuzha District,282582,473109181.6
Kerala,2019,2,Kozhikode District,540752,968227341.51
Kerala,2019,2,Kollam District,285888,508491310.88
Kerala,2019,2,Thrissur District,768852,1369632612.65
Kerala,2019,2,Palakkad District,358416,674063610.14
Kerala,2019,2,Kannur District,350753,624420173.45
Kerala,2019,2,Kottayam District,373169,682101021.0
Kerala,2019,2,Ernakulam District,2327469,4150046405.23
Kerala,2019,2,Idukki District,152921,299501811.97
Kerala,2019,3,Thiruvananthapuram District,1210326,2114421209.95
Kerala,2019,3,Kasaragod District,181343,308649475.88
Kerala,2019,3,Malappuram District,669092,1122314397.73
Kerala,2019,3,Pathanamthitta District,171939,288808708.79
Kerala,2019,3,Wayanad District,176001,316938080.33
Kerala,2019,3,Alappuzha District,412404,649647317.84
Kerala,2019,3,Kozhikode District,791143,1229904356.46
Kerala,2019,3,Kollam District,434861,713019785.44
Kerala,2019,3,Thrissur District,913742,1653044268.95
Kerala,2019,3,Palakkad District,468478,831397770.44
Kerala,2019,3,Kannur District,467512,801246829.21
Kerala,2019,3,Kottayam District,455029,868646787.53
Kerala,2019,3,Ernakulam District,2730518,5157574846.84
Kerala,2019,3,Idukki District,203708,374195886.67
Kerala,2019,4,Thiruvananthapuram District,1653618,2665386104.81
Kerala,2019,4,Kasaragod District,241911,416731460.51
Kerala,2019,4,Malappuram District,888327,1440292240.03
Kerala,2019,4,Pathanamthitta District,242926,415571876.49
Kerala,2019,4,Wayanad District,238665,420741703.53
Kerala,2019,4,Alappuzha District,581762,859960789.41
Kerala,2019,4,Kozhikode District,1048192,1646744139.55
Kerala,2019,4,Kollam District,625681,942036912.28
Kerala,2019,4,Thrissur District,1136317,2093913336.26
Kerala,2019,4,Palakkad District,607193,1069460193.02
Kerala,2019,4,Kannur District,616688,1017939385.59
Kerala,2019,4,Kottayam District,621352,1132028895.18
Kerala,2019,4,Ernakulam District,3714876,6519567750.7
Kerala,2019,4,Idukki District,281129,510951850.46
Kerala,2020,1,Thiruvananthapuram District,1957687,3050411160.55
Kerala,2020,1,Kasaragod District,301169,507073803.37
Kerala,2020,1,Malappuram District,1032834,1707013551.16
Kerala,2020,1,Pathanamthitta District,271212,438745625.62
Kerala,2020,1,Wayanad District,289132,493187938.75
Kerala,2020,1,Alappuzha District,655979,939182379.11
Kerala,2020,1,Kozhikode District,1568774,2563142658.86
Kerala,2020,1,Kollam District,773621,1132631398.21
Kerala,2020,1,Thrissur District,1370029,2546348594.76
Kerala,2020,1,Palakkad District,715756,1196433777.42
Kerala,2020,1,Kannur District,703334,1073577708.94
Kerala,2020,1,Kottayam District,752571,1330711260.76
Kerala,2020,1,Ernakulam District,5025201,8938376106.91
Kerala,2020,1,Idukki District,316223,534248866.52
Kerala,2020,2,Thiruvananthapuram District,1742767,2599631080.62
Kerala,2020,2,Kasaragod District,446953,591069175.88
Kerala,2020,2,Malappuram District,1257378,1803201659.97
Kerala,2020,2,Pathanamthitta District,341421,451078696.19
Kerala,2020,2,Wayanad District,382374,519782233.37
Kerala,2020,2,Alappuzha District,755556,942056560.32
Kerala,2020,2,Kozhikode District,1566564,2243504596.61
Kerala,2020,2,Kollam District,893973,1193885128.37
Kerala,2020,2,Thrissur District,1351787,2341058567.04
Kerala,2020,2,Palakkad District,893115,1291966407.55
Kerala,2020,2,Kannur District,998243,1189750957.32
Kerala,2020,2,Kottayam District,761782,1204970922.41
Kerala,2020,2,Ernakulam District,4530511,9056027224.42
Kerala,2020,2,Idukki District,365543,466095268.53
Kerala,2020,3,Thiruvananthapuram District,2081035,3493171877.83
Kerala,2020,3,Kasaragod District,596614,1166012173.7
Kerala,2020,3,Malappuram District,1898768,3664780939.09
Kerala,2020,3,Pathanamthitta District,489737,845216797.91
Kerala,2020,3,Wayanad District,513419,887306330.3
Kerala,2020,3,Alappuzha District,1034921,1556781058.15
Kerala,2020,3,Kozhikode District,2170142,3948266707.54
Kerala,2020,3,Kollam District,1338722,2289595646.99
Kerala,2020,3,Thrissur District,1849073,3785405397.49
Kerala,2020,3,Palakkad District,1116331,2004283358.56
Kerala,2020,3,Kannur District,1278504,2162452906.34
Kerala,2020,3,Kottayam District,1001447,1888052939.6
Kerala,2020,3,Ernakulam District,5931363,11683184896.52
Kerala,2020,3,Idukki District,458604,789639621.92
Kerala,2020,4,Thiruvananthapuram District,3376010,5574649734.49
Kerala,2020,4,Kasaragod District,890448,1587677250.12
Kerala,2020,4,Malappuram District,2988328,5198015036.32
Kerala,2020,4,Pathanamthitta District,749642,1316217608.81
Kerala,2020,4,Wayanad District,901483,1531199014.3
Kerala,2020,4,Alappuzha District,1562242,2495781952.45
Kerala,2020,4,Kozhikode District,3436777,5728144598.8
Kerala,2020,4,Kollam District,1917078,3346551214.33
Kerala,2020,4,Thrissur District,2628494,5026840469.3
Kerala,2020,4,Palakkad District,1675633,3102276857.54
Kerala,2020,4,Kannur District,1966681,3368866047.27
Kerala,2020,4,Kottayam District,1486474,2688432124.59
Kerala,2020,4,Ernakulam District,8950159,14375193240.81
Kerala,2020,4,Idukki District,758738,1415411497.86
Kerala,2021,1,Thiruvananthapuram District,3878020,6358411606.61
Kerala,2021,1,Kasaragod District,916836,1740402213.78
Kerala,2021,1,Malappuram District,4147591,6618671647.03
Kerala,2021,1,Pathanamthitta District,860555,1542488748.52
Kerala,2021,1,Wayanad District,991978,1807265259.1
Kerala,2021,1,Alappuzha District,1681817,2825682876.84
Kerala,2021,1,Kozhikode District,4287518,6990433691.33
Kerala,2021,1,Kollam District,2127176,3821625432.24
Kerala,2021,1,Thrissur District,3475629,6417811869.9
Kerala,2021,1,Palakkad District,1892633,3654239469.74
Kerala,2021,1,Kannur District,2044936,3708267084.54
Kerala,2021,1,Kottayam District,1808155,3236942550.74
Kerala,2021,1,Ernakulam District,13390058,18947291978.11
Kerala,2021,1,Idukki District,813440,1591435733.4
Kerala,2021,2,Thiruvananthapuram District,4154572,6743334746.14
Kerala,2021,2,Kasaragod District,1144742,2009156405.23
Kerala,2021,2,Malappuram District,4693842,7117221910.05
Kerala,2021,2,Pathanamthitta District,1063832,1781057248.38
Kerala,2021,2,Wayanad District,1156091,1909814954.31
Kerala,2021,2,Alappuzha District,1921008,3048000026.8
Kerala,2021,2,Kozhikode District,4726028,7499008472.49
Kerala,2021,2,Kollam District,2534369,4330614971.24
Kerala,2021,2,Thrissur District,3881737,6752401585.98
Kerala,2021,2,Palakkad District,2232317,3954891660.84
Kerala,2021,2,Kannur District,2477621,4226966852.67
Kerala,2021,2,Kottayam District,2131122,3543155910.92
Kerala,2021,2,Ernakulam District,14177054,19704497753.32
Kerala,2021,2,Idukki District,896698,1606683937.79
Kerala,2021,3,Thiruvananthapuram District,5427449,9208113081.71
Kerala,2021,3,Kasaragod District,1491783,2655059896.77
Kerala,2021,3,Malappuram District,6691321,10228243297.04
Kerala,2021,3,Pathanamthitta District,1284731,2343169622.67
Kerala,2021,3,Wayanad District,1598807,2703543869.06
Kerala,2021,3,Alappuzha District,2505822,4227398745.14
Kerala,2021,3,Kozhikode District,6483184,10352351671.47
Kerala,2021,3,Kollam District,3321904,6085539500.55
Kerala,2021,3,Thrissur District,5059971,9074305921.55
Kerala,2021,3,Palakkad District,2841134,5273353074.48
Kerala,2021,3,Kannur District,3200023,5705948607.45
Kerala,2021,3,Kottayam District,2719376,4787914328.52
Kerala,2021,3,Ernakulam District,19207421,26757448740.36
Kerala,2021,3,Idukki District,1195340,2283771416.36
Kerala,2021,4,Thiruvananthapuram District,6802679,10882144450.41
Kerala,2021,4,Kasaragod District,1952678,3359697890.12
Kerala,2021,4,Malappuram District,8689226,12215744694.72
Kerala,2021,4,Pathanamthitta District,1682712,2933380203.68
Kerala,2021,4,Wayanad District,2239644,3471143216.21
Kerala,2021,4,Alappuzha District,3177335,5086522403.52
Kerala,2021,4,Kozhikode District,8306264,12437421004.47
Kerala,2021,4,Kollam District,4107417,7277474405.38
Kerala,2021,4,Thrissur District,6471411,10748756930.39
Kerala,2021,4,Palakkad District,3813936,6473706354.94
Kerala,2021,4,Kannur District,4171542,6945109953.23
Kerala,2021,4,Kottayam District,3504049,5843770525.96
Kerala,2021,4,Ernakulam District,25306923,32778937436.49
Kerala,2021,4,Idukki District,1597925,2888327473.83
Kerala,2022,1,Thiruvananthapuram District,7747326,12106537679.28
Kerala,2022,1,Kasaragod District,2282517,3923072928.3
Kerala,2022,1,Malappuram District,10270093,13968886082.94
Kerala,2022,1,Pathanamthitta District,1963871,3361963455.24
Kerala,2022,1,Wayanad District,2620413,4017486262.88
Kerala,2022,1,Alappuzha District,3687088,5795828219.42
Kerala,2022,1,Kozhikode District,9526680,13732159882.74
Kerala,2022,1,Kollam District,4851496,8628660586.96
Kerala,2022,1,Thrissur District,7612460,12265599938.77
Kerala,2022,1,Palakkad District,4504996,7445457072.74
Kerala,2022,1,Kannur District,4837076,7882293599.26
Kerala,2022,1,Kottayam District,4029330,6642441538.16
Kerala,2022,1,Ernakulam District,29451475,36915318572.07
Kerala,2022,1,Idukki District,1896144,3303236645.93
Kerala,2022,2,Thiruvananthapuram District,8942858,13552082447.37
Kerala,2022,2,Kasaragod District,2578012,4383382390.0
Kerala,2022,2,Malappuram District,11218062,15235042406.96
Kerala,2022,2,Pathanamthitta District,2074509,3519862948.55
Kerala,2022,2,Wayanad District,2984234,4493999118.46
Kerala,2022,2,Alappuzha District,4151240,6503782725.48
Kerala,2022,2,Kozhikode District,10478852,15005755668.42
Kerala,2022,2,Kollam District,5799455,10109273069.0
Kerala,2022,2,Thrissur District,8767715,13850991972.69
Kerala,2022,2,Palakkad District,4998295,8233196635.53
Kerala,2022,2,Kannur District,5415196,8864093942.92
Kerala,2022,2,Kottayam District,4440370,7095672952.24
Kerala,2022,2,Ernakulam District,32257485,40076176147.54
Kerala,2022,2,Idukki District,2259039,3773017123.96
Kerala,2022,3,Thiruvananthapuram District,11886964,16637313650.76
Kerala,2022,3,Kasaragod District,2816269,4420477438.97
Kerala,2022,3,Malappuram District,11727280,15435401577.94
Kerala,2022,3,Pathanamthitta District,2373258,3615273641.32
Kerala,2022,3,Wayanad District,3269014,4610462828.36
Kerala,2022,3,Alappuzha District,5705022,7973274496.75
Kerala,2022,3,Kozhikode District,10298519,13830874892.03
Kerala,2022,3,Kollam District,7100622,10992059341.72
Kerala,2022,3,Thrissur District,9037575,12908229884.95
Kerala,2022,3,Palakkad District,6174837,9220755480.57
Kerala,2022,3,Kannur District,5631041,8674487770.2
Kerala,2022,3,Kottayam District,5918541,8495120284.45
Kerala,2022,3,Ernakulam District,35009862,41683362156.46
Kerala,2022,3,Idukki District,2414100,3763325870.94
Kerala,2022,4,Thiruvananthapuram District,12176949,16386992625.2
Kerala,2022,4,Kasaragod District,3262433,4974165652.61
Kerala,2022,4,Malappuram District,12667960,16133583076.64
Kerala,2022,4,Pathanamthitta District,2676852,4082745437.86
Kerala,2022,4,Wayanad District,3654113,5018793988.96
Kerala,2022,4,Alappuzha District,6094707,8414450111.97
Kerala,2022,4,Kozhikode District,11205522,14187898844.87
Kerala,2022,4,Kollam District,7022669,10513248742.58
Kerala,2022,4,Thrissur District,12802574,16539944197.06
Kerala,2022,4,Palakkad District,6558445,9566627508.65
Kerala,2022,4,Kannur District,6407573,9291348716.04
Kerala,2022,4,Kottayam District,6551967,9198738854.99
Kerala,2022,4,Ernakulam District,39069167,44933855503.73
Kerala,2022,4,Idukki District,2809537,4317415338.54
Ladakh,2018,1,Kargil District,1244,3430931.08
Ladakh,2018,1,Leh Ladakh District,4845,9101926.69
Ladakh,2018,2,Kargil District,4041,14170742.18
Ladakh,2018,2,Leh Ladakh District,10969,33164160.35
Ladakh,2018,3,Kargil District,6149,20173133.98
Ladakh,2018,3,Leh Ladakh District,18715,63917843.17
Ladakh,2018,4,Kargil District,8373,31643842.13
Ladakh,2018,4,Leh Ladakh District,26838,103879000.36
Ladakh,2019,1,Kargil District,9825,34328560.5
Ladakh,2019,1,Leh Ladakh District,36320,118531360.45
Ladakh,2019,2,Kargil District,15289,57479644.8
Ladakh,2019,2,Leh Ladakh District,53483,201775862.2
Ladakh,2019,3,Kargil District,13855,47841053.99
Ladakh,2019,3,Leh Ladakh District,78541,283288473.2
Ladakh,2019,4,Kargil District,5302,22099751.44
Ladakh,2019,4,Leh Ladakh District,79404,302589608.59
Ladakh,2020,1,Kargil District,24169,68749860.74
Ladakh,2020,1,Leh Ladakh District,92250,308889816.71
Ladakh,2020,2,Kargil District,38403,125414514.13
Ladakh,2020,2,Leh Ladakh District,116607,398378484.52
Ladakh,2020,3,Kargil District,53708,183140893.83
Ladakh,2020,3,Leh Ladakh District,174514,652346606.23
Ladakh,2020,4,Kargil District,79680,242682676.6
Ladakh,2020,4,Leh Ladakh District,252454,869280793.91
Ladakh,2021,1,Kargil District,58756,181498257.69
Ladakh,2021,1,Leh Ladakh District,216659,801921555.56
Ladakh,2021,2,Kargil District,91914,284985335.71
Ladakh,2021,2,Leh Ladakh District,307802,1142273759.76
Ladakh,2021,3,Kargil District,128949,444521407.4
Ladakh,2021,3,Leh Ladakh District,462038,1769463336.54
Ladakh,2021,4,Kargil District,134957,416648293.68
